,Pyruvate,,,Lactate,,,Alanine,,,Glycine,,,Valine,,,Leucine,,,Isoleucine,,,Succinate 1,,,Succinate 2,,,Succinate 3,,,Succinate 4,,,Proline,,,Fumarate 1,,,Fumarate 2,,,Fumarate 3,,,Methionine,,,Serine,,,a-kg,,,Threonine,,,Phenylalanine,,,Malate 1,,,Malate 2,,,Aspartate,,,Glutamate,,,Lysine,,,Histidine,,,Histidine,,,Citrate 1,,,Citrate 2,,,Citrate 3,,,Tyrosine,,,
HB15_5,25624,852954,,75903,345467,,24698,452052,,13864,421196,,3957,346837,,23695,408563,,6844,375676,,82884,20394,,13028,27386,,854508,206320,,90389,0,,713,296881,,241438,79110,,1337677,325803,,152703,0,,11749,426926,,22136,678457,,23806,467489,,3908,285097,,5279,456046,,357141,130622,,125212,525816,,127988,412654,,512729,791110,,9167,0,,5883,666751,,5883,666751,,53991,21996,,23963,451945,,171512,0,,3305,361532,,
HB6_0,51961,843219,,90926,348908,,60132,456986,,133076,447307,,18647,352154,,80545,414715,,25817,375890,,55080,14059,,10551,28231,,841416,202082,,89048,0,,1821,295409,,48543,37760,,1530510,377950,,180765,0,,24952,417011,,66699,702985,,13598,381527,,18225,303647,,19313,445850,,51551,27117,,114017,524227,,16573,451303,,104079,779035,,232454,0,,18992,310740,,543,0,,176804,70555,,51798,540235,,206441,0,,12791,341991,,
HB6_10,27916,864273,,69332,363892,,25429,479885,,32198,443176,,8223,365541,,35858,417101,,11186,392035,,78657,19784,,14183,31091,,923017,222808,,98027,0,,782,288066,,240212,82133,,1411050,344007,,163476,0,,13751,439513,,27173,705201,,38336,418796,,5964,274628,,6465,466763,,307170,114812,,123070,547810,,91576,388429,,452051,802808,,7195,0,,782,0,,7351,657523,,62283,25006,,25789,468166,,177145,0,,4784,371673,,
HB6_5,13931,441442,,32694,184573,,11538,204887,,9704,197334,,4295,174229,,20183,200057,,5703,184747,,32589,8140,,5870,15054,,446484,106619,,46926,0,,333,123413,,142450,47984,,762580,185100,,87396,0,,7549,213344,,14160,350496,,10004,209498,,3721,160024,,4367,240086,,152417,56898,,59720,276411,,75005,219445,,173237,399138,,5897,0,,3073,247092,,3073,247092,,33263,13522,,13785,254950,,96826,0,,2951,193121,,
HF15_0,34371,901630,,89259,334647,,43789,443878,,69604,428435,,14606,340259,,55932,401359,,17155,364573,,86647,21251,,12866,26353,,802995,192245,,84382,0,,2171,312300,,35775,27733,,1220790,299121,,144566,0,,18354,390697,,53227,666650,,25533,283972,,15734,328173,,14071,417385,,63068,26172,,95455,490230,,12160,377567,,120253,686044,,168775,0,,13628,292870,,13628,292870,,126220,50955,,37745,436410,,166464,0,,8660,300680,,
HF15_10,22537,865770,,58126,352218,,25064,456138,,16118,415271,,5468,347422,,29565,396920,,6128,372612,,118043,28753,,17858,29658,,859150,207102,,91381,0,,1212,299524,,308623,95974,,1360182,330259,,154468,0,,11155,408344,,21826,654677,,76205,353508,,5066,280534,,4493,436160,,512864,185924,,155567,522854,,113408,351062,,1014494,775017,,6188,0,,6060,653044,,6060,653044,,71135,28454,,26846,449213,,170175,0,,3293,360070,,
HF15_5,30297,897314,,58902,362560,,27541,462502,,17078,420619,,6547,350069,,24402,404243,,6721,374672,,146556,35510,,21352,31177,,867353,210040,,92116,0,,1068,263345,,388284,119427,,1451742,353718,,166661,0,,11294,422834,,27169,680800,,248192,127036,,6601,302941,,4944,451864,,772235,281428,,241684,572589,,92085,290974,,1276596,751650,,7909,0,,6719,623904,,6719,623904,,75502,30121,,30582,522505,,198942,0,,3742,363093,,
HF6_0,41460,890436,,65473,365183,,57871,484521,,63520,467794,,20928,372074,,80069,438059,,27677,397103,,55395,14015,,10184,29565,,874774,211254,,93089,0,,1965,311760,,55324,39966,,1636163,402393,,190904,0,,25794,434968,,66982,733890,,14741,402640,,22228,358426,,20045,462266,,61309,28366,,116073,550107,,17490,467327,,133283,789252,,298699,0,,12466,218271,,497,0,,213304,85575,,61857,590145,,224694,0,,12313,332635,,
HF6_10,33279,954802,,78982,394096,,30609,516709,,43430,475601,,9488,392815,,30854,457351,,11862,421628,,93842,23043,,17536,33245,,971017,234239,,103539,0,,1628,327604,,202761,78039,,1538715,379966,,180859,0,,13887,479233,,39593,764868,,90060,317800,,8666,334769,,6634,506150,,381035,145743,,154940,592399,,45847,392103,,664984,849977,,7842,0,,615,0,,9145,619328,,68012,27598,,28086,488440,,185839,0,,5011,399709,,
HF6_5,24600,873558,,69960,364045,,22545,476414,,405635,446875,,8701,362985,,31809,414526,,12316,385126,,103445,25616,,16554,30371,,899622,216974,,95266,0,,860,284296,,232188,78678,,1391075,339658,,161211,0,,16897,440077,,28989,697055,,62006,386067,,6460,270979,,6976,472272,,404419,148110,,145582,538540,,82603,378820,,790276,807539,,12223,0,,7888,617712,,7888,617712,,84219,33392,,28702,446491,,169478,0,,4997,368064,,
LB15_0,6998,243648,,21731,98614,,10061,105160,,11739,106203,,3271,90381,,15078,101648,,3579,92503,,11704,2973,,2391,7374,,235369,55824,,24598,0,,439,71394,,11445,9334,,406566,98599,,47228,0,,4920,100678,,14443,177040,,2171,95118,,4083,91216,,4392,120734,,6099,3024,,22241,146230,,5220,121509,,29559,203422,,62544,0,,3235,67205,,3235,67205,,43826,17288,,12933,151975,,57554,0,,2871,99082,,
LB15_10,396,0,,114832,389937,,33242,511345,,23283,481721,,6311,389519,,43279,457452,,8438,421449,,107977,26421,,17683,31843,,965806,232773,,103134,0,,1886,338521,,279958,94172,,1721870,420819,,197186,0,,16789,480912,,44725,775905,,34346,496234,,7180,321186,,10612,508760,,455958,167132,,149382,587083,,129731,476436,,967204,915860,,4165,0,,8960,768982,,8960,768982,,96273,38489,,35725,522152,,205277,0,,5998,396614,,
LB15_5,315,0,,35477,214110,,12728,240072,,8820,235694,,3381,200210,,18305,227113,,4112,210652,,50539,12474,,8681,17750,,522445,124955,,55074,0,,756,147048,,121458,43167,,832183,202515,,95330,0,,7916,241810,,17739,398972,,12682,249322,,4112,199443,,4541,267639,,195878,72680,,77760,324639,,53922,246464,,324125,474190,,3653,0,,4139,323177,,4139,323177,,48823,19624,,18729,288263,,109325,0,,3021,221529,,
LB16_0,283,0,,34626,150348,,17835,166367,,23915,169307,,5158,140381,,27950,160307,,5960,145979,,18420,4703,,3821,11352,,360176,85700,,37705,0,,528,110600,,16163,13946,,654422,159747,,76235,0,,9491,162857,,23109,279897,,3274,167586,,6980,148012,,8665,187951,,12164,6289,,36487,229458,,9723,200546,,40266,328016,,85025,0,,6768,153985,,6768,153985,,70141,28475,,20983,244096,,92335,0,,5360,156185,,
LB16_10,28023,874660,,83533,354204,,26558,457374,,59124,426241,,5902,348969,,36581,403343,,8795,374614,,70241,17502,,12679,28265,,870086,208609,,91481,0,,943,263222,,334314,103524,,1537514,374218,,173880,0,,13070,419346,,25679,674019,,67532,402213,,6574,318361,,6028,440202,,565284,204027,,155048,528011,,112038,380173,,1249253,787677,,5013,0,,6607,631986,,6607,631986,,75963,30194,,26727,423414,,160876,0,,3904,349547,,
LB16_5,25138,953388,,65706,384321,,25580,492592,,49635,453685,,6785,376857,,41023,440786,,9135,406291,,78365,19384,,13117,29963,,933027,224165,,97978,0,,1073,279052,,263314,87178,,1612604,393380,,183477,0,,15931,463116,,29237,735087,,53234,509402,,8332,400878,,8180,489558,,505847,182647,,152162,581579,,102746,440065,,1140657,878090,,6700,0,,7984,694337,,7984,694337,,105056,41775,,35613,511900,,195219,0,,5023,381212,,
LB6_0,32530,870551,,88305,354947,,55895,472734,,767129,481503,,17073,363467,,71790,428315,,21952,387674,,63934,16250,,11122,28998,,860116,207471,,91528,0,,1830,322241,,48797,36060,,1480690,365598,,174189,0,,22990,426983,,62744,723500,,9942,367152,,16122,292363,,17094,453776,,48647,23185,,100815,522049,,16537,445526,,91592,778896,,282069,0,,19320,276831,,441,0,,222214,88676,,59505,511513,,194161,0,,10459,325286,,
LB6_10,17130,444480,,37119,182105,,11273,205045,,455626,220161,,4867,171120,,21800,196653,,6289,181034,,44204,11020,,8238,15074,,446796,107028,,47487,0,,388,135069,,139702,46089,,769618,186281,,88530,0,,6969,208805,,13810,341294,,15628,184213,,3040,128454,,3761,230914,,184084,67683,,63301,268732,,56215,210390,,397600,402392,,5773,0,,230,0,,2618,224638,,34801,14274,,13953,250005,,94201,0,,2671,192720,,
LB6_5,22510,386268,,28035,158196,,10939,176715,,160611,184975,,3484,140800,,14392,160543,,4585,148315,,44339,11009,,7836,13586,,390018,92919,,40957,0,,275,104944,,107223,38271,,604159,147349,,70920,0,,5905,169718,,12849,281977,,13466,132398,,3402,128487,,3419,199967,,167404,64333,,68526,239273,,44753,157343,,196701,321027,,7219,0,,2222,149720,,2222,149720,,31411,12838,,12187,179880,,68274,0,,2550,162098,,
LF15_0,18144,766259,,68635,314546,,40314,420209,,61564,409515,,14722,323273,,54443,380101,,16157,344843,,41915,10606,,8163,24895,,768318,184511,,80859,0,,2362,280437,,26584,29074,,1511374,370769,,175665,0,,19540,380608,,60039,647451,,5824,408047,,14750,287615,,16622,409432,,10667,6156,,65390,471928,,20247,452268,,81000,731103,,192786,0,,17630,313429,,17630,313429,,112660,45160,,36813,503765,,192247,0,,10399,318697,,
LF15_10,28920,917270,,68721,377763,,29004,486928,,16696,444881,,6975,372294,,32672,434031,,7322,400352,,104105,25717,,19073,32943,,930504,225129,,99427,0,,1049,300674,,311725,101589,,1559831,380418,,179479,0,,12741,457656,,29955,722855,,158519,290405,,6941,310224,,5694,484151,,698562,253764,,213583,591187,,67347,365431,,1539792,864393,,5690,0,,7424,685403,,7424,685403,,84800,33907,,32608,525780,,200170,0,,4360,387073,,
LF15_5,34854,912985,,69374,376789,,22945,495981,,53403,462402,,5934,373865,,26209,434900,,6706,402333,,120660,30072,,20558,33157,,944042,227904,,99853,0,,764,298909,,249887,86316,,1583045,389657,,183984,0,,12655,458726,,22520,749849,,51513,443510,,5222,310640,,5451,493633,,450914,167235,,159490,586311,,88422,433509,,855885,881121,,7923,0,,7038,671500,,7038,671500,,79735,32022,,30305,485748,,184934,0,,3830,382929,,
LF6_0,24290,632422,,48359,250312,,30644,291464,,65366,296072,,9556,240364,,47646,277494,,11093,251754,,46245,11706,,7923,20309,,592923,141743,,63305,0,,716,189068,,32302,24402,,1004048,247297,,117040,0,,14277,278024,,33488,465928,,6627,222409,,8126,178787,,9784,304954,,28824,14540,,77883,361779,,8955,290200,,54922,512014,,219560,0,,5220,100192,,180,0,,144275,57639,,39201,345723,,131057,0,,6255,224841,,
LF6_10,27277,1056924,,71760,437279,,27447,562241,,232221,525521,,8513,427776,,46083,489887,,10979,458380,,111303,27635,,21551,37900,,1059196,256743,,114679,0,,974,352167,,184843,72977,,1628120,398835,,189983,0,,16291,511961,,29436,818998,,89828,323894,,7019,353697,,7167,542632,,379771,142544,,161978,632030,,27987,418083,,946056,939379,,7158,0,,537,0,,6752,657653,,114176,45123,,37161,491911,,187449,0,,4973,431121,,
LF6_5,41051,948324,,63325,392968,,29670,511373,,443079,491274,,9181,393470,,38672,455192,,11761,424102,,124802,31159,,21961,34102,,976985,235356,,104874,0,,1347,332736,,297042,99372,,1761755,429379,,201680,0,,16118,477241,,30950,740503,,42613,417862,,6138,257126,,8083,515836,,446548,163413,,146590,587894,,104807,423642,,926743,878609,,10597,0,,7360,603604,,7360,603604,,96336,37937,,32333,496121,,187256,0,,5021,396286,,
HB16_0,9862,372000,,42408,155567,,17724,173374,,66662,172142,,4596,149912,,26579,171343,,5613,155735,,13609,3557,,3222,11802,,365694,87619,,38384,0,,487,119728,,14138,12664,,621518,151382,,70502,0,,8625,171019,,24215,295593,,3049,172002,,5863,144713,,7390,193621,,12731,6268,,45143,237028,,8828,202759,,40454,323729,,151054,0,,4427,110764,,4427,110764,,55039,22492,,19243,253983,,96968,0,,4004,141399,,
HB16_10,23468,872073,,67069,370198,,31530,478285,,79422,449507,,6080,363818,,45200,423073,,11019,392244,,77580,19546,,13266,29308,,912027,219429,,97584,0,,1313,302472,,285707,94214,,1650694,402757,,188259,0,,16597,449149,,30401,720168,,36378,495485,,6478,291055,,9878,474156,,536345,196195,,161270,572295,,125429,429779,,1117493,844462,,7907,0,,8332,712677,,8332,712677,,73277,29376,,29741,503975,,191714,0,,5317,369756,,
HB16_5,24817,837895,,185817,354271,,27766,456846,,122192,435327,,6262,345117,,40889,399606,,10512,370521,,98714,24835,,15842,30088,,869179,208994,,91925,0,,1179,280603,,320622,101834,,1553953,378057,,177731,0,,15542,428209,,31180,692810,,39558,464769,,6475,278927,,9374,452158,,476972,174410,,151909,549114,,140426,422633,,877894,812662,,13101,0,,8740,686944,,8740,686944,,87169,34708,,30851,462193,,174612,0,,5260,354814,,
HB17_0,23836,832084,,195820,356186,,34467,473600,,199543,464218,,12436,359273,,39926,421214,,14991,381939,,33884,9000,,7291,27224,,855328,204827,,89672,0,,2022,301686,,32817,30787,,1665252,409911,,190748,0,,15690,421766,,43664,714932,,6132,502229,,11994,335158,,11328,447941,,29369,12587,,53454,531116,,22041,498662,,81543,790551,,237382,0,,17672,469610,,17672,469610,,159744,64867,,47959,544277,,205739,0,,7528,331310,,
HB17_10,18696,896021,,98190,371860,,39214,479896,,35648,463275,,9247,363872,,55714,428989,,17787,393763,,64327,16389,,11453,28971,,920827,221192,,98876,0,,1466,271639,,266605,88150,,1690612,413047,,191641,0,,20967,457683,,42707,740716,,21538,542732,,9391,324498,,13592,479636,,318714,116403,,118360,572893,,125819,482050,,487051,861842,,8883,0,,12187,819432,,12187,819432,,54991,22793,,25962,510967,,193294,0,,7589,379007,,
HB17_5,13739,632741,,45170,256577,,19135,300347,,24502,297621,,5049,239043,,29431,275082,,9102,254081,,30716,7905,,6392,19211,,627643,150496,,65955,0,,771,187004,,150275,51477,,1078360,262710,,121807,0,,11917,297769,,24729,482953,,16263,359182,,6514,254104,,7535,327115,,223610,81594,,81954,400522,,66628,303665,,308852,556700,,8061,0,,6269,432767,,6269,432767,,39086,16031,,17379,344991,,130661,0,,4286,256596,,
HB7_0,39041,842175,,109055,345194,,70392,451247,,96427,434497,,25013,343887,,86586,405434,,33167,366808,,26450,7150,,6556,25867,,817697,197272,,86153,0,,2802,290357,,35973,30054,,1501962,369408,,173677,0,,28513,407833,,95493,682379,,12933,469678,,29445,345919,,24477,430985,,37294,17293,,101956,531255,,29355,465364,,142618,759814,,216402,0,,33486,458212,,33486,458212,,152626,61308,,49498,607826,,231074,0,,15911,320858,,
HB7_10,13355,407622,,30906,160464,,7298,157745,,163304,161900,,2841,130248,,11522,145113,,3720,135430,,20426,5115,,4662,12366,,382079,91230,,40443,0,,271,84502,,80965,29166,,657180,159938,,74824,0,,4606,152259,,10004,251101,,38615,139742,,3516,162449,,2367,176126,,167813,61513,,61272,245992,,18208,132546,,296601,294042,,11504,0,,1649,134087,,1649,134087,,47032,18635,,15581,220255,,82808,0,,1791,141693,,
HB7_5,13345,413863,,60446,169445,,10766,187678,,60158,183738,,4101,155130,,18395,175152,,5243,162884,,30556,7715,,5690,13287,,413625,98715,,43250,0,,499,119738,,87613,31214,,651769,158276,,74296,0,,6599,188601,,14294,300664,,60943,153687,,4053,149572,,3552,209693,,267284,97002,,78088,267080,,27080,157404,,546527,360347,,15193,0,,3536,237982,,3536,237982,,48396,19102,,16078,238062,,90226,0,,2655,173451,,
HF16_0,58887,990877,,86281,419008,,52420,537795,,60717,511729,,13972,413227,,63824,482506,,15804,437957,,58191,14824,,10899,33052,,982807,233808,,102365,0,,1231,345993,,52290,39805,,1594743,393699,,186267,0,,20765,455436,,49433,793607,,15251,451855,,15039,425716,,15039,482304,,70839,39236,,141594,616739,,14275,458723,,87908,737554,,416812,0,,9041,183502,,373,0,,195986,79321,,58301,554708,,211728,0,,6636,257438,,
HF16_10,22668,559599,,40411,229559,,20637,282769,,83696,265954,,3948,220540,,23729,254768,,6943,236466,,58036,14559,,9078,18335,,559563,134446,,59340,0,,751,155317,,189896,60867,,981783,237595,,111067,0,,9974,270294,,20883,447313,,22649,269660,,3788,175629,,5512,290824,,255570,93951,,84034,347573,,105676,271408,,432109,511748,,5745,0,,4743,393002,,4743,393002,,52896,21109,,18902,299054,,112875,0,,3283,238128,,
HF16_5,46351,831071,,73351,352498,,31796,452437,,345619,434114,,7437,344150,,39105,400637,,11357,370365,,87206,22309,,14753,29319,,860777,207190,,90560,0,,1236,277721,,214728,78277,,1431255,351448,,166551,0,,16135,425441,,33839,676368,,33188,442220,,6676,267677,,9368,458459,,348707,133257,,131330,532257,,97435,390590,,558763,774277,,13713,0,,9865,654771,,9865,654771,,97339,38682,,32703,440181,,167585,0,,5242,354340,,
HF17_0,32940,817652,,69765,338866,,51174,446139,,119942,431338,,16234,339364,,59598,397111,,19994,360844,,27173,7115,,6691,25246,,803404,192707,,85228,0,,1638,282784,,31344,28191,,1431126,351911,,164869,0,,21128,392107,,61133,676938,,8849,464917,,20431,375565,,17223,417958,,34117,16170,,92924,523845,,20691,448653,,120373,718421,,232378,0,,17933,366655,,17933,366655,,122297,49455,,43235,595919,,227315,0,,9999,281927,,
HF17_10,26463,940393,,50341,385116,,29395,488304,,166382,442468,,6950,370207,,32054,417389,,9162,393583,,64304,16159,,11742,29047,,927100,222630,,98949,0,,937,289246,,282962,91074,,1657760,403799,,186515,0,,13429,443110,,23886,719561,,71745,484358,,8148,405102,,6685,465541,,575108,207707,,166810,605435,,86053,389157,,1211681,840297,,7302,0,,6466,618135,,6466,618135,,72002,28936,,29354,553833,,209491,0,,4141,350381,,
HF17_5,20067,908867,,73918,389018,,34559,510326,,61391,486552,,9511,385873,,57959,451035,,15901,415218,,67022,17188,,12549,32378,,964563,232239,,102619,0,,1574,302990,,163164,66611,,1707148,419241,,196310,0,,22005,487414,,41253,788131,,31255,581494,,9649,360032,,14187,513480,,360799,134880,,149261,619470,,80104,498642,,897310,922088,,12426,0,,13170,838030,,13170,838030,,190384,74148,,54925,602830,,229793,0,,8096,397959,,
LB16_0,27824,951369,,72725,395143,,50437,513815,,125106,500953,,12547,391539,,71675,457736,,14918,414497,,54133,14046,,10233,30435,,909528,218644,,96133,0,,1268,352634,,32715,31747,,1685991,416767,,194596,0,,22071,453358,,58048,767821,,10822,493955,,12797,311753,,16412,470722,,31656,15350,,107083,580718,,20585,484047,,112084,769644,,444431,0,,6297,140692,,6297,140692,,115421,46186,,39871,512700,,202087,0,,7602,266357,,
LB16_10,40734,956426,,108467,403999,,39092,520657,,63950,494136,,6894,394872,,51072,460550,,12601,424215,,96722,24217,,15536,31050,,972619,235175,,104561,0,,1295,314817,,270548,92889,,1778357,435333,,203292,0,,19572,480222,,49531,780720,,26594,491729,,9576,355421,,12119,505865,,460062,170813,,157635,599341,,142654,467216,,801708,886935,,7581,0,,9727,685339,,9727,685339,,71338,28645,,29648,495605,,187452,0,,6721,389327,,
LB16_5,35854,984934,,92531,419458,,36874,549525,,431247,516743,,7982,416383,,51875,479996,,13830,447040,,115930,29605,,18878,35195,,1046561,252922,,111504,0,,1117,331162,,182405,68897,,1609171,394516,,185017,0,,20945,515541,,44263,798560,,36263,519924,,8342,317943,,12171,548180,,390930,145835,,155252,640314,,96082,450314,,687390,927547,,15008,0,,11731,787831,,11731,787831,,131646,51770,,42054,536251,,198935,0,,7008,418533,,
LB17_0,42469,895171,,94213,376684,,59497,498179,,535234,494993,,15109,380136,,74458,446188,,17345,404265,,32350,8619,,7776,28794,,901809,216518,,94284,0,,1563,327239,,31106,30954,,1566562,386074,,183805,0,,22989,441507,,72791,778358,,10176,500292,,19137,398080,,19298,467332,,27011,14442,,118418,570932,,18689,490148,,104309,788354,,267034,0,,18703,382079,,18703,382079,,170065,68454,,52931,585258,,224522,0,,10063,307455,,
LB17_10,23574,893049,,51847,379477,,33399,493165,,57377,468287,,5688,372528,,43905,435768,,9963,401232,,65211,16598,,12814,30529,,938957,226607,,99836,0,,1012,309615,,169019,66913,,1719638,422587,,198038,0,,17057,465214,,30099,751414,,23063,549761,,6420,302688,,10659,489138,,298543,111439,,123435,587993,,82604,473004,,631170,876251,,6249,0,,9412,821380,,9412,821380,,128879,50873,,42315,573081,,217304,0,,5653,384394,,
LB17_5,24851,852839,,78343,359653,,29187,459663,,823768,428922,,6063,348031,,38231,393899,,10032,371177,,93589,23664,,15210,29315,,885785,212922,,92915,0,,1076,292786,,267131,87530,,1519220,372052,,174121,0,,13625,424437,,26109,668644,,165757,339686,,6151,278645,,7148,451241,,746985,269927,,211676,577818,,64535,322584,,1611909,805284,,9532,0,,8404,688850,,8404,688850,,117447,45772,,36047,475413,,180991,0,,4439,349835,,
LB7_0,30559,771411,,61842,306185,,50220,398024,,86859,384299,,13202,306938,,59316,361342,,16723,327886,,29429,7739,,6791,24656,,740027,177671,,77703,0,,939,267514,,45626,31365,,1256649,309492,,147202,0,,17591,362762,,47545,605648,,13463,336715,,13857,285528,,12240,382283,,42938,20650,,116631,474080,,5722,375012,,70176,628503,,279367,0,,16146,272540,,16146,272540,,237076,94387,,61845,471914,,178389,0,,7253,260242,,
LB7_10,44511,951355,,82729,391720,,34226,505082,,22341,459561,,8893,383166,,49642,447181,,13475,412893,,70486,18137,,14859,32380,,948309,228695,,100471,0,,1287,297030,,302614,101651,,1634538,400969,,189114,0,,17040,472519,,34623,743469,,219360,256872,,9234,330381,,9578,493241,,668497,246037,,203042,599267,,66014,349112,,1456065,849873,,22858,0,,10341,741342,,10341,741342,,113365,44382,,36979,493086,,187727,0,,5915,390069,,
LB7_5,48229,934810,,134070,370813,,29000,466922,,220138,418865,,8981,365988,,43732,430482,,12967,395088,,62628,15923,,11796,29961,,901129,216581,,94728,0,,1033,302627,,308396,98573,,1582828,386636,,180720,0,,15938,454610,,31836,684163,,232408,223262,,9228,337132,,8884,478227,,537658,195399,,163911,565517,,69932,303455,,918803,761064,,27461,0,,9412,630347,,9412,630347,,115737,45113,,34678,458574,,173879,0,,5693,377827,,
LF17_0,23956,841281,,61557,351546,,59618,468847,,225755,461804,,15664,356516,,90211,418578,,19152,378774,,29841,8143,,7297,27114,,841161,203037,,89517,0,,1269,301879,,34096,30895,,1507298,371473,,174964,0,,26790,414872,,70655,713190,,9996,452612,,17368,303857,,21653,442427,,28919,14306,,109746,535557,,19339,469992,,109382,772208,,277347,0,,20661,411157,,20661,411157,,172826,69314,,51694,566324,,217239,0,,12237,320168,,
LF17_10,16905,511558,,41816,214365,,16960,265405,,73937,246482,,3438,211324,,23609,245218,,5918,227247,,47500,12202,,8696,18178,,535907,127986,,57515,0,,849,169964,,136072,48423,,924739,226314,,106741,0,,9202,261678,,16316,416938,,21528,272795,,3461,167678,,5373,282626,,286563,105934,,93740,340187,,52488,247063,,636187,498676,,7242,0,,4573,385699,,4573,385699,,47710,19209,,18221,279266,,106010,0,,3233,227357,,
LF17_5,13842,419939,,25954,171996,,11781,181996,,13234,169014,,2982,141215,,17679,162080,,4523,150945,,27170,6692,,4940,12647,,405482,95887,,43360,0,,414,110898,,122844,40236,,762424,184003,,85410,0,,6535,165688,,14364,285598,,16111,211249,,4557,175585,,4392,189173,,244203,87783,,68573,262520,,47739,169244,,451964,321501,,5711,0,,2148,132358,,2148,132358,,44467,17520,,14814,221141,,83369,0,,2466,142514,,
HB18_0,2204,59718,,5531,23039,,2685,30154,,7513,29215,,929,25251,,3458,28599,,1178,26277,,1876,572,,624,1631,,50944,12083,,5540,0,,92,21379,,2199,2023,,73316,17747,,8458,0,,1200,23767,,3053,47318,,366,15386,,1075,25935,,929,31139,,2613,1173,,5231,30632,,1014,28722,,6503,46414,,6950,0,,216,5651,,216,5651,,7027,2851,,2340,30530,,11681,0,,597,23089,,
HB18_10,442,0,,78043,340918,,25014,487142,,47053,413202,,5470,378993,,32977,449176,,7636,412434,,73924,18692,,12952,27774,,887879,213509,,95522,0,,1169,348524,,169363,62933,,1413820,346424,,161847,0,,17431,481143,,20939,712335,,30788,517600,,5502,354859,,6303,500376,,432032,157695,,130175,524606,,68556,407698,,1081779,864960,,5505,0,,5884,665886,,5884,665886,,50319,20297,,21073,389071,,143818,0,,4119,389741,,
HB18_5,430,0,,54912,339762,,22553,474826,,45279,398236,,5959,368912,,33334,433684,,7902,400887,,79179,20031,,13416,28309,,873336,209595,,93664,0,,796,327775,,206104,70309,,1288763,314214,,146298,0,,16835,466085,,21627,691247,,48924,477491,,6316,338693,,6274,486300,,620195,222480,,159762,537193,,87405,388007,,1484725,863081,,6023,0,,6588,657845,,6588,657845,,50490,20363,,20800,396306,,150437,0,,4326,381026,,
HB8_0,425,0,,66607,296350,,57091,415922,,91299,411158,,17820,318717,,81389,374094,,24046,338837,,26399,7216,,6405,22461,,714309,171280,,74164,0,,1693,274855,,35162,27602,,1328950,326610,,152508,0,,27003,375933,,66214,645821,,9406,391348,,19464,302509,,18860,402209,,38294,16877,,80238,455435,,20445,432116,,103767,716570,,212499,0,,27354,473441,,27354,473441,,146956,59711,,44620,453901,,172677,0,,12066,309900,,
HB8_10,447,0,,58943,259323,,19998,323383,,262231,322417,,6271,264158,,29456,306376,,9646,281719,,48515,12252,,8746,20775,,648153,155718,,67363,0,,808,209852,,173427,57342,,1084606,263591,,123035,0,,13874,328019,,24006,519890,,24693,355053,,5620,235369,,6121,355248,,235568,86269,,86139,399765,,86872,325019,,441172,617463,,8118,0,,7072,539603,,7072,539603,,52569,21066,,19296,328875,,124731,0,,4402,293760,,
